,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
871,111816788,,7000,7000,7000,36 months,9.44,224.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,925xx,CA,12.59,0,Oct-03,1,72.0,,9,0,6323,37.0,14,w,9.6288,48 months
872,112075266,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,330xx,FL,22.95,1,Mar-00,0,1.0,,11,0,4232,21.5,18,w,15.351,48 months
873,112309742,,3600,3600,3600,36 months,19.03,132.02,D,D3,Jun-17,Current,n,,other,Other,802xx,CO,14.53,0,Jul-07,1,,26.0,3,3,233,23.3,7,w,19.410600000000002,48 months
875,112022487,,14000,14000,14000,36 months,7.35,434.53,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,974xx,OR,21.3,0,Apr-92,0,,,15,0,46411,65.8,22,w,7.497,48 months
877,111986792,,14175,14175,14175,36 months,7.21,439.05,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,805xx,CO,13.3,0,Aug-03,0,,,4,0,7283,92.2,23,w,7.3542,48 months
885,112027747,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,103xx,NY,4.38,0,Sep-05,0,,,19,0,1301,12.0,25,w,8.1294,48 months
886,112146493,,6450,6450,6450,36 months,9.93,207.92,B,B2,Jun-17,Current,n,,moving,Moving and relocation,200xx,DC,22.47,3,Jun-95,0,10.0,,6,0,26138,98.3,23,w,10.1286,48 months
887,111591110,,9000,9000,9000,36 months,7.07,278.19,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,925xx,CA,21.84,0,Jul-04,0,,,22,0,46650,40.2,31,w,7.2114,48 months
888,112136055,,7000,7000,7000,36 months,7.97,219.26,A,A5,Jun-17,Current,n,,other,Other,605xx,IL,16.44,0,May-96,0,,,6,0,69824,98.8,13,w,8.1294,48 months
889,111936805,,4000,4000,4000,36 months,9.93,128.94,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,7.65,1,Sep-97,0,11.0,,6,0,23186,92.0,21,w,10.1286,48 months
890,111908539,,14000,14000,14000,36 months,7.35,434.53,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,789xx,TX,16.41,0,Oct-07,0,,,4,0,2257,11.6,6,w,7.497,48 months
891,112015767,,10000,10000,10000,36 months,18.06,361.83,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,188xx,PA,19.66,0,Sep-05,1,32.0,,4,0,81,3.1,8,w,18.4212,48 months
893,111569792,,10000,10000,10000,36 months,7.21,309.74,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,22.33,1,Dec-08,0,22.0,,9,0,4978,33.6,18,w,7.3542,48 months
894,112053828,,17800,17800,17800,36 months,20.0,661.52,D,D4,Jun-17,Current,n,,credit_card,Credit card refinancing,600xx,IL,31.7,0,Dec-01,0,56.0,,11,0,7904,37.1,31,w,20.4,48 months
895,111863335,,6025,6025,6025,36 months,14.08,206.16,C,C3,Jun-17,Current,n,,house,Home buying,021xx,MA,14.17,0,Apr-99,0,,,10,0,16582,94.8,23,w,14.3616,48 months
896,111946606,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,932xx,CA,23.65,0,Dec-13,0,,46.0,13,2,3697,30.8,14,w,16.3404,48 months
897,112146354,,5000,5000,5000,36 months,11.99,166.05,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,922xx,CA,13.81,0,Nov-13,0,,,8,0,5655,44.5,10,w,12.229800000000001,48 months
898,112084719,,5400,5400,5400,36 months,10.42,175.31,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,468xx,IN,24.06,0,Sep-03,0,,23.0,15,1,9155,30.7,29,w,10.6284,48 months
900,112279306,,7225,7225,7225,36 months,10.42,234.56,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,018xx,MA,3.4,1,Jun-08,0,22.0,,10,0,4040,49.9,22,w,10.6284,48 months
901,112073813,,9000,9000,9000,36 months,9.44,288.05,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,8.18,0,Nov-98,0,37.0,,6,0,32045,84.6,20,w,9.6288,48 months
903,111694589,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,other,Other,773xx,TX,18.43,0,Apr-11,0,40.0,,6,0,7795,43.8,12,w,12.229800000000001,48 months
904,111816727,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,other,Other,325xx,FL,20.14,0,Jul-06,0,68.0,,5,0,2634,58.5,10,w,12.229800000000001,48 months
905,112060568,,13300,13300,13300,36 months,10.91,434.86,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,222xx,VA,14.61,0,Apr-84,0,,,17,0,10412,41.2,20,w,11.1282,48 months
906,111958596,,10000,10000,10000,36 months,16.02,351.67,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,531xx,WI,10.61,0,Apr-03,1,,,12,0,12504,56.8,26,w,16.3404,48 months
907,111541759,,10400,10400,10400,36 months,10.91,340.04,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,6.64,1,Feb-89,2,13.0,,13,0,6528,29.4,22,w,11.1282,48 months
908,110760091,,6400,6400,6400,36 months,19.03,234.7,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,371xx,TN,24.44,0,Jan-12,0,,,6,0,8053,91.5,6,w,19.410600000000002,48 months
909,111846322,,1000,1000,1000,36 months,7.07,30.91,A,A2,Jun-17,Current,n,,other,Other,924xx,CA,11.66,0,Apr-07,0,28.0,,17,0,1510,5.1,28,w,7.2114,48 months
911,111683885,,4650,4650,4650,36 months,30.65,199.06,F,F4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,075xx,NJ,31.84,0,Jun-06,0,75.0,,5,0,4735,49.8,11,f,31.262999999999998,48 months
912,112147530,,3000,3000,3000,36 months,11.99,99.63,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,140xx,NY,15.67,0,Oct-07,0,26.0,,6,0,2114,27.1,16,w,12.229800000000001,48 months
913,112015554,,3850,3850,3850,36 months,16.02,135.4,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,650xx,MO,8.98,0,Apr-03,0,,95.0,5,1,3590,71.8,10,w,16.3404,48 months
914,111896215,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,4.82,1,May-14,0,14.0,,6,0,2564,38.8,12,w,13.8618,48 months
916,111430798,,13000,13000,13000,36 months,16.02,457.17,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,980xx,WA,30.81,0,Oct-11,1,,,13,0,26043,37.3,16,w,16.3404,48 months
923,111683167,,10000,10000,10000,36 months,9.44,320.05,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,307xx,GA,32.74,0,Dec-84,0,50.0,83.0,18,1,11136,37.0,26,w,9.6288,48 months
924,111451092,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,other,Other,210xx,MD,13.0,2,Aug-00,0,22.0,,4,0,6162,64.2,11,w,10.6284,48 months
926,111704233,,7000,7000,7000,36 months,9.44,224.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,378xx,TN,33.59,0,Apr-02,0,,111.0,15,1,9072,23.7,34,w,9.6288,48 months
931,111998570,,18000,18000,18000,36 months,10.42,584.37,B,B3,Jun-17,Current,n,,renewable_energy,Green loan,373xx,TN,13.79,0,Aug-01,0,55.0,,13,0,9891,96.0,32,w,10.6284,48 months
932,112117238,,10500,10500,10500,36 months,9.93,338.47,B,B2,Jun-17,Current,n,,car,Car financing,323xx,FL,13.45,0,Jun-04,0,44.0,,8,0,10256,49.3,27,w,10.1286,48 months
933,111631282,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,060xx,CT,8.6,0,Jun-05,1,,,6,0,8767,54.5,12,w,12.872399999999999,48 months
934,112034323,,6000,6000,6000,36 months,13.59,203.88,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,210xx,MD,11.28,0,Dec-02,0,30.0,,13,0,5638,30.8,34,w,13.8618,48 months
935,112048339,,8400,8400,8400,36 months,12.62,281.5,C,C1,Jun-17,Current,n,,other,Other,922xx,CA,10.51,0,Dec-05,1,30.0,,7,0,6145,76.8,19,w,12.872399999999999,48 months
936,112063079,,7000,7000,7000,36 months,7.97,219.26,A,A5,Jun-17,Current,n,,car,Car financing,301xx,GA,30.2,0,Aug-06,0,38.0,,21,0,7,0.1,38,w,8.1294,48 months
937,112034536,,40000,40000,40000,36 months,10.42,1298.59,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,795xx,TX,28.28,0,Aug-98,0,,,8,0,19071,53.9,13,w,10.6284,48 months
938,111826647,,4200,4200,4200,36 months,7.35,130.36,A,A4,Jun-17,Current,n,,other,Other,549xx,WI,25.05,0,Aug-09,1,,,9,0,1294,7.6,22,w,7.497,48 months
941,111986884,,25175,25175,25175,36 months,11.99,836.06,B,B5,Jun-17,Current,n,,small_business,Business,945xx,CA,13.35,0,Mar-03,1,37.0,,9,0,1130,7.0,18,w,12.229800000000001,48 months
942,111418286,,7000,7000,7000,36 months,26.3,283.16,E,E5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,103xx,NY,31.51,0,Jul-84,1,,,18,0,96322,99.1,27,w,26.826,48 months
943,112052881,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,100xx,NY,12.21,0,Oct-94,0,,,11,0,22683,49.3,11,w,11.1282,48 months
944,112147714,,6500,6500,6500,36 months,7.97,203.6,A,A5,Jun-17,Current,n,,car,Car financing,770xx,TX,9.3,1,Dec-96,0,0.0,,11,0,13125,11.2,25,w,8.1294,48 months
945,112040634,,3500,3500,3500,36 months,7.97,109.63,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,731xx,OK,25.53,0,Aug-05,1,28.0,113.0,16,1,2955,18.4,39,w,8.1294,48 months
946,111856741,,28000,28000,28000,36 months,11.99,929.87,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,21.12,0,Jan-96,4,,,12,0,241027,86.0,35,w,12.229800000000001,48 months
947,111776703,,8000,8000,8000,36 months,9.44,256.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,605xx,IL,6.54,2,Jun-90,0,7.0,,12,0,18944,68.8,23,w,9.6288,48 months
949,111828470,,20000,20000,20000,36 months,12.62,670.23,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,021xx,MA,12.08,3,Jun-88,0,8.0,108.0,17,1,10023,37.4,22,w,12.872399999999999,48 months
951,112016581,,12500,12500,12500,36 months,10.91,408.71,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,030xx,NH,27.85,0,Jun-99,0,,,15,0,16881,88.8,23,w,11.1282,48 months
952,112145630,,7800,7800,7800,36 months,11.99,259.04,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,201xx,VA,20.61,0,Jan-01,0,31.0,,9,0,13754,73.2,29,w,12.229800000000001,48 months
953,111672337,,12600,12600,12600,36 months,18.06,455.9,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,907xx,CA,30.56,0,Sep-03,0,76.0,,12,0,13341,40.9,29,f,18.4212,48 months
955,110365317,,40000,40000,40000,36 months,9.44,1280.2,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,7.09,0,Oct-92,1,,,7,0,40667,38.9,17,w,9.6288,48 months
956,111489518,,1600,1600,1600,36 months,11.99,53.14,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,176xx,PA,23.24,0,Apr-98,0,,93.0,8,1,15117,86.4,11,w,12.229800000000001,48 months
957,112179269,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,12.89,6,Jul-05,0,18.0,63.0,14,1,3106,20.0,54,w,8.1294,48 months
958,111946762,,18000,18000,18000,36 months,9.93,580.22,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,940xx,CA,19.53,0,Jan-02,0,34.0,,19,0,29191,30.2,28,w,10.1286,48 months
960,111157022,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,349xx,FL,9.77,0,Dec-03,1,41.0,,15,0,25479,49.4,23,w,12.229800000000001,48 months
961,112081736,,5000,5000,5000,36 months,11.99,166.05,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,392xx,MS,19.73,1,Jun-04,3,16.0,76.0,7,1,3419,72.7,47,w,12.229800000000001,48 months
962,111785929,,9000,9000,9000,36 months,11.99,298.89,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,346xx,FL,16.84,2,Jun-91,1,19.0,,10,0,4769,55.5,27,w,12.229800000000001,48 months
963,111912117,,6400,6400,6400,36 months,19.03,234.7,D,D3,Jun-17,Current,n,,other,Other,850xx,AZ,8.63,0,Oct-03,1,,,8,0,3695,54.3,15,w,19.410600000000002,48 months
966,112389180,,4850,4850,4850,36 months,21.45,183.85,D,D5,Jun-17,Current,n,,home_improvement,Home improvement,785xx,TX,11.78,0,Jun-87,0,,,5,0,4484,62.3,9,w,21.878999999999998,48 months
968,112026955,,5050,5050,5050,36 months,9.44,161.63,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,300xx,GA,18.66,1,Sep-99,1,12.0,,29,0,9002,15.6,55,w,9.6288,48 months
969,110344288,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,275xx,NC,12.23,0,Mar-11,0,,,4,0,4968,99.4,12,w,8.1294,48 months
970,112029315,,8000,8000,8000,36 months,12.62,268.09,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,460xx,IN,39.14,0,Apr-06,0,,82.0,10,1,8029,35.1,17,w,12.872399999999999,48 months
971,110508534,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,881xx,NM,18.48,0,Apr-03,1,44.0,,18,0,8665,21.3,35,w,12.229800000000001,48 months
972,111751114,,20000,20000,20000,36 months,16.02,703.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,665xx,KS,41.66,0,Nov-06,2,,,7,0,3517,34.5,16,w,16.3404,48 months
973,112036429,,4600,4600,4600,36 months,7.35,142.78,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,24.55,0,Feb-89,0,45.0,,8,0,5803,29.2,25,w,7.497,48 months
974,112339256,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,23.83,0,Apr-06,2,64.0,,9,0,4882,57.4,15,w,13.8618,48 months
975,110610283,,11450,11450,11450,36 months,25.82,460.24,E,E4,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,968xx,HI,33.64,0,Aug-02,0,,,12,0,28128,84.7,18,w,26.3364,48 months
977,112036303,,1800,1800,1800,36 months,10.91,58.86,B,B4,Jun-17,Current,n,,other,Other,070xx,NJ,9.8,0,Jan-07,0,,,8,0,2991,90.6,12,w,11.1282,48 months
978,111450023,,1000,1000,1000,36 months,15.05,34.69,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,820xx,WY,29.4,0,Jun-98,0,,,7,0,40741,73.5,7,w,15.351,48 months
979,111946683,,16000,16000,16000,36 months,7.35,496.6,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,142xx,NY,29.81,0,Jul-85,0,,,22,0,50658,57.1,38,w,7.497,48 months
980,111078563,,6400,6400,6400,36 months,16.02,225.07,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,936xx,CA,29.48,0,Dec-12,0,,,5,0,6538,79.7,8,w,16.3404,48 months
981,112052595,,12600,12600,12600,36 months,10.91,411.98,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,12.02,0,May-88,0,37.0,,8,0,18196,91.0,17,w,11.1282,48 months
982,111837085,,6600,6600,6600,36 months,13.59,224.27,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,6.98,0,Nov-05,0,,,4,0,2565,59.7,5,w,13.8618,48 months
983,112016115,,8500,8500,8500,36 months,10.42,275.96,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,12.29,0,Mar-02,0,38.0,,4,0,6000,80.0,25,w,10.6284,48 months
984,111696605,,9000,9000,9000,36 months,5.32,271.04,A,A1,Jun-17,Current,n,,car,Car financing,394xx,MS,13.86,0,Feb-04,0,,,3,0,5564,39.7,12,w,5.4264,48 months
985,111895874,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,11.14,0,Sep-92,0,,64.0,10,1,8197,78.1,23,w,12.229800000000001,48 months
987,109940486,,8000,8000,8000,36 months,7.21,247.79,A,A3,Jun-17,Current,n,,home_improvement,Home improvement,184xx,PA,11.0,0,Oct-02,3,,,25,0,11354,10.8,44,w,7.3542,48 months
991,112146696,,6000,6000,6000,36 months,5.32,180.69,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,956xx,CA,7.49,0,Jan-07,0,,,12,0,8004,17.4,29,w,5.4264,48 months
993,110987948,,3600,3600,3600,36 months,23.88,141.02,E,E2,Jun-17,Current,n,,home_improvement,Home improvement,601xx,IL,23.15,2,May-96,1,1.0,,7,0,2760,67.3,14,w,24.357599999999998,48 months
995,111786657,,6400,6400,6400,36 months,13.59,217.47,C,C2,Jun-17,Current,n,,vacation,Vacation,752xx,TX,21.2,6,Oct-00,0,15.0,,11,0,4924,33.7,18,w,13.8618,48 months
996,111948058,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,14.99,0,Nov-04,0,,,8,0,15938,99.6,18,w,14.3616,48 months
997,112053543,,8500,8500,8500,36 months,9.93,274.0,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,14.72,0,Sep-08,0,,,10,0,8286,79.7,12,w,10.1286,48 months
999,110362451,,5000,5000,5000,36 months,15.05,173.45,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,34.18,0,Feb-06,0,81.0,69.0,7,1,5966,78.5,13,w,15.351,48 months
1000,111704591,,22950,22950,22950,36 months,16.02,807.09,C,C5,Jun-17,Current,n,,car,Car financing,063xx,CT,13.29,0,Feb-03,0,26.0,,7,0,3797,57.5,22,w,16.3404,48 months
1001,107634634,,4200,4200,4200,36 months,13.59,142.72,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,920xx,CA,9.39,1,Jul-07,0,21.0,,4,0,4039,62.1,17,w,13.8618,48 months
1002,111866947,,7000,7000,7000,36 months,21.45,265.35,D,D5,Jun-17,Current,n,,other,Other,662xx,KS,24.99,0,Mar-04,0,,,6,0,9073,78.9,24,w,21.878999999999998,48 months
1003,111874604,,1000,1000,1000,36 months,14.08,34.22,C,C3,Jun-17,Current,n,,other,Other,142xx,NY,26.13,0,May-93,0,78.0,,15,0,9768,92.2,33,w,14.3616,48 months
1006,111935634,,25000,25000,25000,36 months,16.02,879.18,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,31.41,0,Sep-80,0,46.0,,13,0,17981,46.1,21,w,16.3404,48 months
1008,112145236,,3000,3000,3000,36 months,7.07,92.73,A,A2,Jun-17,Current,n,,small_business,Business,113xx,NY,11.93,0,Aug-07,0,36.0,,12,0,3837,13.4,19,w,7.2114,48 months
1012,112036357,,7000,7000,7000,36 months,10.91,228.88,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,150xx,PA,7.98,0,May-12,0,,,6,0,637,4.0,9,w,11.1282,48 months
1013,110383503,,6000,6000,6000,36 months,19.03,220.03,D,D3,Jun-17,Current,n,,home_improvement,Home improvement,981xx,WA,19.07,0,Oct-97,0,,97.0,8,1,3460,39.3,11,w,19.410600000000002,48 months
1014,111739333,,30000,30000,30000,36 months,7.07,927.28,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,140xx,NY,19.29,0,Sep-06,0,46.0,,21,0,10675,19.6,33,w,7.2114,48 months
1015,111928263,,17000,17000,17000,36 months,7.07,525.46,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,15.9,0,Jun-99,0,,,16,0,6403,8.3,23,w,7.2114,48 months
1016,110779586,,3050,3050,3050,36 months,20.0,113.35,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,2.5,0,Jul-94,0,,,2,0,1276,51.0,8,f,20.4,48 months
1017,111895632,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,22.4,0,May-11,0,,,10,0,9873,70.5,11,w,16.3404,48 months
1018,112310578,,20000,20000,20000,36 months,7.21,619.47,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,318xx,GA,11.03,0,Mar-91,0,,,8,0,23808,68.0,23,w,7.3542,48 months
1019,111672558,,8350,8350,8350,36 months,19.03,306.21,D,D3,Jun-17,Charged Off,n,,debt_consolidation,Debt consolidation,761xx,TX,33.99,0,Nov-99,1,,,7,0,6925,41.2,10,f,19.410600000000002,48 months
1020,111875140,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,300xx,GA,8.88,0,Aug-02,0,37.0,,7,0,8219,54.4,12,w,12.872399999999999,48 months
1021,112050427,,5000,5000,5000,36 months,10.91,163.49,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,239xx,VA,20.29,0,Jan-98,1,58.0,,7,0,8674,56.0,16,w,11.1282,48 months
1022,112054757,,11200,11200,11200,36 months,7.97,350.82,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,804xx,CO,22.76,0,Apr-05,0,,53.0,11,1,7832,20.2,25,w,8.1294,48 months
1023,112051745,,8400,8400,8400,36 months,9.93,270.77,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,539xx,WI,25.31,0,Sep-09,0,25.0,,9,0,6540,49.5,40,w,10.1286,48 months
1024,111099403,,35000,35000,35000,36 months,10.42,1136.27,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,23.58,0,Jan-01,0,28.0,,18,0,43889,74.4,31,w,10.6284,48 months
1026,111166515,,2400,2400,2400,36 months,18.06,86.84,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,30.22,1,Sep-06,0,3.0,,26,0,7093,60.6,61,w,18.4212,48 months
1027,111620352,,30075,30075,30075,36 months,7.07,929.6,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,949xx,CA,18.84,0,Jul-94,0,,,9,0,10901,36.6,13,w,7.2114,48 months
1028,111848568,,28000,28000,28000,36 months,11.99,929.87,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,551xx,MN,22.91,0,Sep-92,0,,69.0,14,1,21456,71.5,18,w,12.229800000000001,48 months
1029,111129576,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,302xx,GA,11.48,0,Sep-09,0,,56.0,7,1,4086,34.9,9,w,8.1294,48 months
1030,112052053,,7000,7000,7000,36 months,13.59,237.86,C,C2,Jun-17,Current,n,,other,Other,853xx,AZ,13.12,0,Apr-07,1,73.0,,5,0,4202,37.5,11,w,13.8618,48 months
1031,111500430,,6000,6000,6000,36 months,10.42,194.79,B,B3,Jun-17,Current,n,,home_improvement,Home improvement,750xx,TX,2.89,0,Dec-04,0,,,5,0,4326,22.8,16,w,10.6284,48 months
1032,111825565,,25000,25000,25000,36 months,7.21,774.34,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,967xx,HI,15.5,0,May-06,0,,,8,0,9035,14.4,20,w,7.3542,48 months
1033,112064943,,2500,2500,2500,36 months,24.85,99.21,E,E3,Jun-17,Current,n,,car,Car financing,610xx,IL,16.38,0,Nov-05,2,,,11,0,12690,84.6,23,w,25.347,48 months
1035,112080444,,3200,3200,3200,36 months,9.44,102.42,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,857xx,AZ,27.11,0,Sep-93,0,30.0,,11,0,9510,68.4,23,w,9.6288,48 months
1037,112083981,,17000,17000,17000,36 months,7.21,526.55,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,915xx,CA,10.08,0,Jul-92,3,,,16,0,18917,27.6,33,w,7.3542,48 months
1038,111926696,,13200,13200,13200,36 months,10.91,431.59,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,971xx,OR,27.03,0,Jul-06,1,,,9,0,20071,68.0,14,w,11.1282,48 months
1039,112041866,,7925,7925,7925,36 months,10.91,259.12,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,272xx,NC,13.49,0,Sep-06,0,,,6,0,23881,90.5,21,w,11.1282,48 months
1040,111846057,,16000,16000,16000,36 months,11.99,531.36,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,067xx,CT,19.91,1,Oct-03,0,14.0,,28,0,18926,55.8,33,w,12.229800000000001,48 months
1042,111936683,,21000,21000,21000,36 months,9.44,672.11,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,15.32,0,Oct-99,1,25.0,,13,0,19530,56.3,28,w,9.6288,48 months
1045,110758031,,3600,3600,3600,36 months,14.08,123.18,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,799xx,TX,8.08,1,Sep-06,0,2.0,,8,0,2866,53.1,10,w,14.3616,48 months
1046,111773087,,6000,6000,6000,36 months,7.35,186.23,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,894xx,NV,13.33,0,Aug-06,0,,,19,0,8000,49.4,19,w,7.497,48 months
1048,111739012,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,16.24,0,Nov-11,0,53.0,,7,0,7580,44.1,8,w,12.229800000000001,48 months
1051,112054843,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,436xx,OH,20.07,0,Nov-84,0,,105.0,8,1,10125,51.1,11,w,16.3404,48 months
1052,111918231,,7800,7800,7800,36 months,9.44,249.64,B,B1,Jun-17,Current,n,,other,Other,452xx,OH,1.38,0,Mar-03,0,,,16,0,2150,3.1,25,w,9.6288,48 months
1053,111479090,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,305xx,GA,26.05,0,Jan-07,0,,,3,0,5585,79.8,11,w,15.351,48 months
1057,111846826,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,home_improvement,Home improvement,648xx,MO,17.23,0,Nov-01,0,,,16,0,2561,2.7,28,w,5.4264,48 months
